,contrast,dissimilarity,homogeneity,ASM,correlation,angle
fig1,47.017274047611096,3.9555315348402385,0.40439797391803134,0.011424492325395096,0.736569383466618,0.0
fig2,0.46217283641820917,0.3845660330165083,0.8153710267100043,0.0340272774078385,0.9861914736101248,0.0
fig3,5.057518045386093,1.1716323934153812,0.6807828806358887,0.023356892164645402,0.8549192568819578,0.0
