,contrast,dissimilarity,homogeneity,ASM,correlation,angle
fig1,90.23187520910002,5.645123787219806,0.3524918152560007,0.009542564260099006,0.494435032415259,45.0
fig2,9.524750869681965,2.348089502480105,0.3553960310847764,0.007694485386704591,0.7154392487584341,45.0
fig3,11.112908683881715,1.7400952728029988,0.6379453928284932,0.020672243393096416,0.6811895656023758,45.0
