,contrast,dissimilarity,homogeneity,ASM,correlation,angle
fig1,68.7647218396561,4.922544968907809,0.3714689192061124,0.01047087553437267,0.6147871307931353,90.0
fig2,9.496228864432213,2.3429012006003,0.3563853608200647,0.007713545272479908,0.7162951574870818,90.0
fig3,3.193202471828426,0.924884457599834,0.7106998158501758,0.02529993071995107,0.9083659012763291,90.0
